,image,true label,predicted label,confidence score,true confidence score,correct
0,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00002701.JPEG,n02086240,n02086240,1.0,1.0,y
1,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00003841.JPEG,n02086240,n02086240,1.0,1.0,y
2,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00004081.JPEG,n02086240,n02086240,0.9999977350234985,0.9999977350234985,y
3,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00010550.JPEG,n02086240,n02086240,0.9999972581863403,0.9999972581863403,y
4,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00014050.JPEG,n02086240,n02086240,0.9999929666519165,0.9999929666519165,y
5,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00018392.JPEG,n02086240,n02086240,1.0,1.0,y
6,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00022091.JPEG,n02086240,n02086240,1.0,1.0,y
7,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00026070.JPEG,n02086240,n02086240,1.0,1.0,y
8,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00026421.JPEG,n02086240,n02086240,0.8022466897964478,0.8022466897964478,y
9,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00026911.JPEG,n02086240,n02086240,0.869701087474823,0.869701087474823,y
10,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00029700.JPEG,n02086240,n02093754,0.9924099445343018,0.005751695949584246,n
11,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00031191.JPEG,n02086240,n02086240,0.9835571050643921,0.9835571050643921,y
12,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00036602.JPEG,n02086240,n02086240,1.0,1.0,y
13,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00038882.JPEG,n02086240,n02086240,1.0,1.0,y
14,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00044661.JPEG,n02086240,n02086240,1.0,1.0,y
15,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00045970.JPEG,n02086240,n02086240,1.0,1.0,y
16,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10.JPEG,n02086240,n02086240,1.0,1.0,y
