,image,true label,predicted label,confidence score,true confidence score,correct
0,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00002701.JPEG,n02086240,n02086240,0.9999995231628418,0.9999995231628418,y
1,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00003841.JPEG,n02086240,n02086240,1.0,1.0,y
2,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00004081.JPEG,n02086240,n02086240,0.9999982118606567,0.9999982118606567,y
3,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00010550.JPEG,n02086240,n02088364,0.9999008178710938,8.043559500947595e-05,n
4,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00014050.JPEG,n02086240,n02086240,0.9999998807907104,0.9999998807907104,y
5,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00018392.JPEG,n02086240,n02086240,0.9966599941253662,0.9966599941253662,y
6,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00022091.JPEG,n02086240,n02086240,1.0,1.0,y
7,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00026070.JPEG,n02086240,n02086240,0.9998250603675842,0.9998250603675842,y
8,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00026421.JPEG,n02086240,n02086240,0.9757989645004272,0.9757989645004272,y
9,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00026911.JPEG,n02086240,n02086240,0.9740669131278992,0.9740669131278992,y
10,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00029700.JPEG,n02086240,n02086240,0.9219987392425537,0.9219987392425537,y
11,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00031191.JPEG,n02086240,n02086240,0.9999939203262329,0.9999939203262329,y
12,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00036602.JPEG,n02086240,n02086240,0.9999793767929077,0.9999793767929077,y
13,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00038882.JPEG,n02086240,n02086240,1.0,1.0,y
14,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00044661.JPEG,n02086240,n02086240,1.0,1.0,y
15,/home/yi/Downloads/imagewoof2/val/n02086240/ILSVRC2012_val_00045970.JPEG,n02086240,n02086240,0.9999994039535522,0.9999994039535522,y
16,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10.JPEG,n02086240,n02086240,1.0,1.0,y
17,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_1001.JPEG,n02086240,n02086240,1.0,1.0,y
18,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10061.JPEG,n02086240,n02086240,0.9011338353157043,0.9011338353157043,y
19,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10092.JPEG,n02086240,n02086240,0.9999456405639648,0.9999456405639648,y
20,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_1011.JPEG,n02086240,n02086240,1.0,1.0,y
21,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10162.JPEG,n02086240,n02086240,0.9997628331184387,0.9997628331184387,y
22,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10272.JPEG,n02086240,n02086240,0.9583193063735962,0.9583193063735962,y
23,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_1030.JPEG,n02086240,n02086240,0.89926677942276,0.89926677942276,y
24,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10350.JPEG,n02086240,n02086240,0.9999940395355225,0.9999940395355225,y
25,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10380.JPEG,n02086240,n02086240,1.0,1.0,y
26,/home/yi/Downloads/imagewoof2/val/n02086240/n02086240_10482.JPEG,n02086240,n02086240,0.9999998807907104,0.9999998807907104,y
